txId,class
230467684,0
230531179,0
230437680,0
19617883,0
230411721,0
35574259,0
232957846,0
232415197,2
232675389,0
147419328,0
233599193,0
233599189,0
230591601,0
230555921,2
60519306,0
230097992,0
21763735,0
231990423,0
12971085,0
230344670,0
230521269,2
230521266,2
232431922,0
3272536,0
230724244,0
232047899,2
230540205,0
232608734,0
230597986,2
3878899,2
230351534,0
230586873,0
230667453,0
75597397,0
90545645,0
232064964,0
206139323,0
230437630,2
230649117,2
14550424,0
232353291,2
183402062,0
82950160,0
232447742,0
230401350,0
230401687,0
21018157,0
230347366,0
230658525,0
232450626,0
2864954,0
33972940,0
233227310,2
232673945,0
232673949,0
232354199,0
232346251,0
232959350,0
75604058,0
232068042,0
232361296,2
232361286,2
75600754,0
75597795,0
231996124,2
230473483,2
230457910,0
230523211,2
230523207,2
95906596,0
230578500,0
232035051,2
232036661,2
31730193,0
230569374,0
230335074,0
230440142,0
232431890,0
7196549,0
232418399,0
230400857,0
230400870,0
232015620,0
49558738,0
233599185,0
233599198,0
232065266,0
232073363,0
232009878,0
232009889,2
232342532,0
3877856,0
230437700,2
5662056,2
230522934,2
230445151,0
232899771,0
22013857,0
232903082,0
222399481,0
232893753,0
230456357,0
232922109,0
230645753,0
76866419,0
230418806,0
230428367,0
230439622,0
93518448,0
40623301,2
2920819,2
230472251,0
230473461,2
232470505,0
232470504,2
232957892,0
3204359,0
232054853,2
105586706,0
233097530,0
3717740,0
230456360,0
230444451,2
16555074,0
232017363,0
230451735,2
79111639,0
232403460,0
232904009,0
233220194,0
230528722,2
230528710,2
232342530,0
199529191,0
232017777,0
232054860,0
230530309,0
75598059,0
61820358,0
3875116,2
230520120,2
230531174,2
230531529,0
232446225,2
182442258,2
230440527,0
230456382,0
232404259,0
230658164,0
75600755,0
230425547,0
232000581,0
230716290,0
73325019,0
230681123,2
232654975,0
192392088,0
232037400,2
232037399,2
230517591,0
3385562,2
230464746,0
230464556,0
2713814,0
185535373,0
19146132,0
232354183,2
14942862,2
195237909,2
230421654,2
183321578,0
232392931,2
3876606,2
232460526,2
230458741,0
230458655,0
230692824,0
230551388,0
34162816,0
230539732,2
232431910,2
76866739,0
87889632,0
230444448,2
4996915,0
230464771,2
20510018,0
230334719,0
232000584,0
203812102,0
232431931,2
230673815,0
232383231,0
232034284,2
198358107,2
198363083,0
198426420,0
2923374,0
53204358,0
230586868,0
2754445,0
7460711,0
230470030,0
230390238,0
230456623,2
232903064,0
113492022,0
232903069,0
99506340,0
2713749,0
56588535,0
232012309,0
230411297,0
230470029,2
230438482,2
230438479,2
232412807,0
80044762,0
5197391,2
106306280,0
230411659,0
76864781,0
37001822,0
86977694,0
230540192,0
230516994,0
54735213,0
219837311,0
234017978,0
230530258,0
3416106,0
74325541,0
232010758,0
4988292,0
230411274,2
232670457,0
232673585,0
230537141,2
230530176,0
232067342,0
230345439,2
29115493,0
14713336,2
230336239,0
232019233,0
230530819,0
230455738,0
232639903,0
232921306,0
76867053,0
230544483,0
87823727,0
230452736,0
45936391,0
232000938,0
232000936,0
232895310,0
230331387,2
231993291,2
230472718,0
27533958,0
230522939,0
166888820,0
230548582,0
230548586,0
3908453,0
230409254,0
76865205,0
75604333,0
2912780,2
230437116,0
230543170,0
230530317,0
230923479,0
232897813,0
232431861,0
232018604,0
75604019,0
232067357,0
3891191,2
3851887,2
232347599,0
232069314,0
232038134,0
232061952,0
230548931,0
230548930,0
232949441,0
232349072,2
20299716,2
230543312,0
87823631,0
84064852,0
232022782,0
1050220,0
230686565,2
86353799,2
232472561,2
232673957,0
232673961,0
3114489,2
107227719,2
232002739,2
230439786,0
232907894,2
230530242,0
36340051,0
232037090,2
230444459,2
232377087,0
13285375,2
230901179,0
230528715,0
230457906,0
230649780,0
75600731,0
75597414,0
230457093,2
230457090,2
233842379,2
232457179,2
232457182,0
232448785,2
232448783,2
35558560,0
230531926,0
156330450,2
202251566,0
232440028,2
3877118,2
230397187,0
231994209,0
231994210,0
230659440,0
51140228,2
232643045,0
232349125,0
73119118,0
232031824,2
34381791,0
232473204,2
232068053,0
230445153,0
232374910,0
75605340,0
75604075,0
230540580,0
230540579,0
232039890,2
232039888,2
232441173,0
232023544,0
232023929,0
34923889,0
230411328,2
88003736,0
89609627,0
2718195,2
2865010,2
230456327,0
230456324,0
230517601,0
232025998,0
230519593,0
230519589,0
4049602,0
226889376,2
232026318,0
27279853,2
27527984,2
230354384,2
230473578,2
232465856,2
232073368,0
230530293,0
234452271,0
74478273,0
131659143,2
230473482,0
230658282,0
230442140,0
232919400,0
230456385,2
230456384,2
230530229,0
75600717,0
75605330,0
230530200,0
182449541,0
230419201,0
82945549,0
230442139,0
232921766,0
230418124,0
90935592,0
3912534,2
230527759,2
232919605,0
230531170,0
230334753,0
52191313,0
102404547,0
232654499,0
87823757,0
230547979,0
75597405,0
230426815,0
232010338,0
230417568,0
230392232,0
230392230,0
195215469,2
230540196,2
34031118,0
225944002,0
87739542,0
230330544,0
230338271,2
37231292,0
2929196,0
3881827,2
230658150,0
232072340,2
48236824,0
230458577,0
232432886,0
232040265,0
230330962,0
73191409,2
11998335,0
230599182,0
230402449,0
232431935,2
232392947,0
2778105,0
232440097,2
230653282,0
230653288,0
230518261,0
230518258,0
230557022,2
232448425,0
87823679,0
230549076,0
79871665,0
230687058,0
175872615,0
230457868,0
232472215,2
232472220,2
232907868,2
230530333,0
230530233,0
232431924,0
63186078,0
75604036,0
232066385,0
230516005,0
230516004,2
231179652,2
232465409,2
80045322,0
230548958,0
3898382,2
232431869,0
232673468,0
33453302,2
3876980,2
3876998,2
11343564,2
230651834,0
230659121,0
230412060,2
232795825,2
232345693,0
232035061,0
230423949,0
230423848,0
231998448,2
231998131,2
231565690,0
2791962,0
232033534,0
232432891,0
230472247,0
230643071,0
232633987,0
31663613,2
231253425,2
230455960,0
27323573,0
209416370,0
230455963,0
212706911,0
230548574,0
213736040,2
198356667,0
38793679,0
75604916,2
230621237,2
3408161,2
3882798,2
230530345,0
230455764,0
7105998,0
234431587,0
53549918,0
230439805,0
232401224,2
10216529,0
230445159,0
75598324,0
230602337,0
125738786,0
230354705,2
37232627,0
230459145,0
232549860,0
208537161,0
88906998,0
75607469,0
230530254,0
195237911,2
86261919,2
2716232,0
87823772,0
232904582,2
232440109,2
75604043,0
11665997,0
230650904,2
231993295,0
231995257,2
219844395,0
232455961,0
230428647,0
34255082,0
232035280,2
3857826,2
231180498,0
230445150,0
230440526,0
12456270,0
230525364,0
230659120,0
5608369,0
232448379,2
230523203,2
88055509,2
37234025,2
60428736,0
232007259,0
231990479,0
232427169,2
232433797,2
232009318,0
8390228,2
230516459,2
231996113,2
230588248,0
232656726,0
230465376,2
13995945,2
196536221,0
5035357,0
230530321,0
232445704,0
230650044,0
230650191,0
33809076,0
230437676,0
17152398,0
230442067,2
231992557,0
232019118,0
230557021,0
231994213,0
214640850,0
232431900,0
16027454,0
49186045,0
232432884,0
60579970,0
67204095,0
20664692,0
231267445,0
62111535,0
232356999,0
232898395,2
230683551,2
230347375,0
230658291,0
232897182,0
230592895,0
232342233,0
232346075,0
13258060,0
230530058,2
230530049,2
75604010,0
20306273,0
230659430,0
230659445,0
230523246,2
232431929,2
230578938,2
230645825,0
230649124,2
230434020,2
232034946,2
230438483,2
230349222,0
232696994,0
230602580,2
232359151,2
39915271,0
230465378,2
230465367,2
232348838,0
36412430,0
87823739,0
230425996,0
230425992,0
234075335,2
75604061,0
232068046,0
230524593,0
230524524,0
28177105,0
22128620,0
230420824,0
75197702,0
3874964,2
3912536,2
230877155,2
232009687,0
230411347,0
232433655,0
2760789,0
232470480,0
230519603,0
73738963,0
230400468,0
230400467,0
230652186,0
232923173,0
232923556,0
231992573,0
232632920,0
232629023,1
231573972,2
233999928,0
230559686,0
230595373,2
63006056,2
233599183,0
232423723,0
18981892,0
230537131,0
231492487,0
232903605,2
230552340,2
232008165,2
230438538,2
76866745,0
230531543,0
230451706,0
63437050,0
230408898,0
30469907,0
230455943,0
32477885,0
230540700,0
195231797,0
230468041,2
230397485,0
21696454,2
75597421,2
230414067,0
232339516,0
230555001,2
230452758,0
76627599,0
232443614,2
232448385,2
5294829,0
65784644,0
230530349,0
75604072,0
230414055,2
232009696,0
232009699,2
37232631,0
232031833,0
232655975,0
60492027,2
230530338,0
230404561,0
230454327,0
230454323,0
230531169,0
1874227,0
232000582,0
230339661,0
10506205,0
10288849,0
232403821,0
82124528,0
232432894,0
205317238,0
230542752,0
23312717,0
230653312,0
230586278,0
232377110,0
230550396,2
18907280,0
230612860,2
28261907,0
230465374,2
10872471,0
230649123,0
232022462,0
232468551,0
230404574,2
230404572,2
76864767,0
232380264,0
232380263,0
230599952,0
230539729,2
232953069,0
102053374,0
232949055,0
232431888,0
219844310,0
230456381,0
23316173,0
232417457,0
58836743,0
36566888,0
232059609,0
230418055,0
231223914,2
230557027,2
230339760,2
232014505,2
230602315,0
230582497,0
230455592,0
3272544,0
3273965,0
232419651,0
230556839,2
5530440,0
10489593,0
230330054,0
231995696,0
230095966,0
3329673,0
3420566,2
3877087,2
232431388,2
2864084,0
34596005,0
19559657,0
230650915,2
230468042,2
232648116,0
54492383,2
230543317,0
230547939,0
230530211,0
232034293,0
232034651,2
5530920,0
27447795,0
14407957,0
231136221,0
230465227,2
232440023,2
75603998,0
232065277,0
69591744,0
230438845,2
232673917,0
232673920,0
230560120,0
230440145,0
36674352,0
230427132,0
232443237,0
99600686,2
3420754,2
230549474,0
82974256,0
232062518,2
232448383,2
230683184,0
233953189,0
230528720,2
230413259,0
230413257,0
234024792,2
232383230,2
82927541,0
27420011,0
20033752,0
230520011,0
232470556,0
233199126,0
230405627,0
33499224,0
232100126,0
10648957,0
230611059,0
230429446,0
232380250,0
232948277,0
230570332,0
230526938,2
230687755,0
2717498,2
232470408,0
34492719,0
10501342,0
7404691,0
230406515,2
230440525,0
76865995,0
232906649,2
232040281,0
230451699,0
232342095,0
2928489,0
232070462,0
79658821,0
230456354,0
232900729,2
232395869,0
230588663,0
230593831,0
232467036,0
231995762,2
230539733,0
232441231,0
230334819,2
232346245,2
232431848,0
2311555,0
2929201,0
87823707,0
230969365,2
230547933,0
87823721,0
232007424,0
230426341,0
232004444,0
18218289,0
231136247,0
57085433,0
57085430,0
232419988,0
31636054,0
230437686,0
232431866,0
230538521,0
54309947,0
230548650,0
3764320,0
648193,0
99506348,0
62111499,0
232359367,0
5119722,2
2929199,0
232875618,0
87823653,0
87823637,0
232014178,0
230537142,0
3234247,0
33972936,0
231192284,2
232468570,0
230530320,0
232428618,2
231502557,2
28498170,0
230464780,2
232906716,2
233947259,0
232403770,0
52603109,0
230429077,0
232662867,0
230453433,0
230459308,0
231128114,0
5530811,0
16780529,0
230472262,0
230472263,0
27489574,0
230451730,2
232454798,2
54732584,2
230518043,0
213733494,0
232907285,2
234459963,2
204265627,0
232443612,2
232444880,2
230590476,0
83783485,0
3880766,2
232459630,2
232907037,2
230352249,0
230530296,0
232064968,0
230459112,0
82373185,0
230548928,0
230548926,0
14938386,2
230697509,0
230697477,0
230539308,2
230539305,0
32477881,0
230437626,0
2778023,0
231994217,0
57319992,2
218531042,0
230549942,0
55017801,0
232016542,0
230519642,0
230519651,0
232062802,0
230456346,0
232657067,0
232018270,0
75603987,0
230455953,0
27867469,0
231994160,0
232006911,0
34300577,2
34528027,0
157053175,0
233599194,0
3880667,2
3877983,2
230530206,0
230438748,0
230336086,0
230590482,0
13969323,0
230594119,0
230594127,0
3880653,2
3876487,2
3907811,0
3230875,0
230552370,2
232699222,0
230458584,0
106320178,0
7398153,2
230471919,0
230409255,0
230576809,0
232897317,0
231994205,0
86711289,0
232013266,2
230349398,0
230411694,0
230531130,0
230548677,0
80044109,0
230595729,0
232632082,0
230579563,2
230594521,2
232034264,2
230451698,0
5703544,0
230658148,0
232951115,0
232416473,0
232353289,2
36815216,2
232473511,0
230333964,0
230455578,0
57517680,0
37232699,2
230439026,0
82072649,2
232346255,2
13615479,0
81389320,0
232037045,2
230438467,2
76867051,0
87823759,0
232018634,0
157004979,0
231995064,2
232673599,0
233599197,0
230433274,0
230438854,2
230466907,2
231169665,2
232432895,2
230530302,0
232010801,0
232631392,0
192393975,2
87823625,0
80045317,0
232036650,2
232034945,2
230459083,0
232036658,2
232448771,2
232054858,2
37234018,2
232067367,0
230445156,0
230670387,0
230439991,0
230444846,2
232631007,0
230579557,0
230530311,0
230602655,2
27405707,0
232343693,0
232006644,0
230465387,0
77689165,0
219839769,0
232344777,0
231995249,2
230473480,2
230658274,0
230659118,0
230531166,0
232377100,2
230438870,2
5464338,0
232439373,2
28371102,0
39617086,0
230470032,0
230530344,0
232895871,2
230400498,2
230400474,0
230528724,0
230455743,0
234000524,0
232018276,0
232658266,0
2790845,0
232892365,2
231992310,0
230578992,2
232897183,0
14178872,0
2823289,0
232091677,0
232068006,0
7089693,2
40612971,0
14847524,2
59184908,2
232448362,2
87823731,0
80045362,0
3376469,2
71369990,2
230531646,2
230529025,2
124534478,0
230531164,0
230968861,2
231179638,2
3319044,0
230530288,0
230391875,2
230432970,0
230440348,2
71384764,2
232396277,2
3272533,0
230389796,1
231178835,2
231179679,2
230456321,0
76866500,0
230543224,0
230970140,2
232703120,2
230452293,0
3903937,2
232687817,0
232352891,0
230429080,0
232896849,0
230946692,2
230946408,2
232351322,2
232680982,0
230659434,2
230458967,0
230658155,0
3239815,2
231177887,2
232406377,0
230670910,0
200937694,0
232038138,0
230577432,2
230451739,2
232035698,0
195233844,2
230433507,0
3880017,2
230645770,0
122803889,0
87889630,0
87844658,0
230473478,2
63454082,0
76866421,0
75597538,0
76864773,0
14090184,0
232654981,0
230339649,2
230601403,2
230438852,0
232431904,2
230570337,0
232073378,0
75604009,0
230590640,0
230547572,0
230512126,0
230511920,2
232034934,2
230461032,2
230642375,0
232068018,0
37234004,0
14351284,0
14558195,2
3876945,0
3880117,2
232359167,0
232050845,2
230429613,0
230429786,0
232006642,0
230439284,0
187275502,0
230436744,2
91222490,0
7430887,0
232471909,0
232406370,0
232639918,0
76865958,0
230548693,0
230649126,2
230649197,2
213854764,0
75604051,0
230415432,0
230680288,2
230529165,2
230543255,0
230543251,0
230528718,0
3880029,2
3880150,2
230645348,0
230645351,0
232914298,2
38633795,0
89335432,0
230458975,0
232453410,2
209968186,2
232890435,0
75332827,2
57714315,0
232367959,0
234461480,2
28850502,0
230431949,0
230467689,0
232441180,0
202250908,0
234469735,0
31951523,0
232009703,0
232009704,2
232053478,0
233027078,0
230468668,2
230468013,2
232034707,2
230472266,0
230472372,0
232004056,0
232004055,0
230411677,0
230526083,2
32994941,0
230523228,0
230547914,0
230547921,0
230339756,2
75598044,0
226715158,0
232023529,0
230602361,0
232358819,0
3408102,2
230602597,2
230473598,2
230426349,0
28550205,0
230531154,0
230543275,0
230438487,2
230461033,2
230400505,0
230400501,0
230439301,0
230439411,0
3110874,0
76866766,0
230548672,0
75604977,0
75604040,0
232349714,0
232349715,0
232345690,2
232440022,2
230659457,0
230594094,0
230594099,0
232404316,0
16294174,0
230658275,0
232009938,2
24671032,0
230645742,0
232473579,0
232686009,2
7089467,2
230459337,0
230523235,2
232380270,0
232950807,0
232451368,0
230449926,0
232919640,0
230704774,2
231193985,0
230531981,0
230523280,2
230523277,2
232687319,0
232900752,0
232447731,2
94235109,0
61817691,0
7915940,0
230459884,0
230460307,0
230575202,0
14713334,2
230530307,0
230351417,0
232359384,0
75600732,0
76865969,0
230457369,0
230457202,0
232378469,0
14558432,0
37786466,2
231241751,2
196629648,2
232343709,0
13773644,0
51077588,0
99506339,0
232795843,0
230456353,0
232067704,0
232070255,0
232070258,0
230522135,0
230522956,0
231994070,0
231994074,0
2544322,0
105601443,0
215701791,0
232348123,0
232005857,0
230411213,0
3154628,0
232913899,2
12878074,2
7757447,2
230455570,0
61693869,0
232399292,0
99248471,0
230425275,0
230425274,0
37231354,0
37233995,0
2757608,0
230594082,0
230452813,0
232947900,0
232947899,0
232468003,2
182448481,2
213736062,2
230653299,0
230459349,0
230468660,2
231995245,2
230421649,0
230537689,0
232008172,2
232358815,0
230949968,0
230423446,0
230428181,0
232007419,0
232007412,0
22251287,0
33471466,2
230459342,0
232441214,0
232441217,0
76865952,0
76866754,0
230658285,0
232890862,0
38874237,0
231995428,0
232383564,0
232038019,0
230417053,0
232031788,2
232440020,2
232675758,2
232688308,0
5392905,0
232919404,2
232432893,0
232359368,0
232634235,0
55022339,2
230642655,2
230340190,2
230945818,2
76865213,0
76865996,0
232031838,0
31454007,0
232349722,0
230393704,2
232907282,0
28773784,0
51053386,0
3910603,0
233599195,0
207806949,0
230577418,0
230329236,0
38381946,0
230427460,0
232439983,2
230537122,0
230335032,0
218528897,0
230348608,0
230473317,2
230579323,2
230389689,0
230658177,0
232377098,0
232001688,0
232001679,2
234468961,0
36991677,0
230405614,2
11340068,0
230968952,2
87823733,0
230542503,0
34524319,0
34524321,0
9846194,0
80855903,0
230548642,0
4947963,0
4947964,0
232920279,0
230541536,0
234470338,0
232431854,0
232039876,2
32477876,0
232406237,0
232431870,0
230590626,0
232018284,0
3157662,0
231133568,2
230473481,2
3880165,2
75604057,0
230437694,0
232037554,0
75456168,0
87889714,0
27927615,0
230530262,0
3907743,0
232363568,2
230673817,0
232420335,0
232420342,0
10463251,0
230659446,0
219848062,0
230643075,0
230524948,0
230524941,0
230576483,0
230543022,0
230549337,0
234429052,0
232411120,0
230541995,0
232025322,0
232025688,0
230592225,0
230592227,0
230618787,0
52393430,0
3898178,2
230438486,2
232443223,2
232447725,0
230524961,0
230658145,0
232419112,0
232419145,0
230459077,2
230867389,0
232049567,2
230408405,0
230402442,0
234441421,0
116959010,0
232072635,0
75604984,0
33746092,0
230515113,0
34074225,0
230444454,2
230439994,0
232004438,0
75600733,0
5868364,0
67018611,0
3789059,2
232468568,0
12629826,0
38857806,0
33795689,0
7977017,0
232014180,0
230423014,0
16407238,0
2871072,0
75597416,0
212689472,2
232958804,2
230580831,2
52876520,2
267262,0
4947993,0
75600736,0
230528723,2
75604271,0
230458441,0
232548764,0
232346248,2
230529178,2
54735269,2
118545988,0
58640306,0
230437640,2
230411238,0
232901278,0
230332417,0
230456624,2
230455561,0
230455558,0
82608531,0
72853746,0
230436742,2
230436739,2
230439442,2
230348615,0
230596499,0
230598489,0
232904028,2
230542761,0
230542768,0
232046508,2
232061267,2
4996156,0
230455108,0
75604439,0
230530328,0
75607349,0
230471945,0
232468893,0
32976149,2
82166991,0
232059241,0
7550645,2
230623077,2
75604388,0
31099729,0
232432875,0
80045313,0
230544157,0
232418772,0
230670894,0
230650916,0
232908843,2
232000574,0
232000573,0
230576811,0
232470706,0
218126909,0
230652600,0
232073792,0
14558439,0
234088748,0
230445148,0
230428237,0
232001654,2
230653317,0
230530386,0
208530489,0
230546647,0
87823736,0
232661965,0
68588132,0
3907270,0
76865989,0
230547983,0
230524970,0
232956027,0
233775069,0
28145238,0
230532772,0
234002839,0
232958826,2
232907272,2
227338369,2
230437613,0
230649815,2
230469214,2
231028831,2
33053378,0
37530250,0
230403082,2
232419632,0
13150773,0
230334817,0
54916228,0
232011855,0
230941366,2
33527989,0
80045320,0
230602666,0
230459149,0
3878766,0
234442420,0
230436760,2
5051852,2
3399363,2
230847045,0
13341989,0
3880228,2
230648169,0
102611544,0
113691617,0
53553503,0
230599192,2
230530267,0
230596505,2
232429322,2
232897320,0
76866751,0
230541521,0
230541519,0
230547587,0
230547593,0
230646172,2
36338075,0
232405795,0
232449663,0
232067349,0
2217948,0
31953944,0
230438516,2
232004062,0
230639247,0
230537129,0
230745440,2
232454108,2
230438851,0
230601434,0
232068051,0
230658176,0
230649791,0
230349418,0
75604924,0
232948719,0
18002705,0
230465665,0
230465660,2
75600720,0
15012778,0
232893748,0
232348835,0
232383244,0
231996526,0
230348386,0
232582209,0
230473575,0
166890898,0
230645767,0
232959353,2
230579331,2
74129181,0
232393752,0
230670900,0
230409256,0
231994045,2
230645817,0
230427094,0
230468693,2
51261592,0
233307261,2
234472020,0
230527319,2
3913226,2
54732017,2
230469660,2
196555403,0
52295096,0
230557271,0
230917943,2
232444878,2
3318945,2
230325972,0
231995755,2
4070614,0
230456718,2
230456714,2
230530220,0
230645343,0
230406513,0
230336178,0
232009324,0
48611882,0
6354986,0
75605332,0
231176232,0
231177078,2
3878618,2
3878633,2
230969607,2
234457549,2
75604020,0
230424541,0
4987190,0
10979456,0
230336142,0
3812565,0
203813318,0
91416769,0
230602610,0
90215451,0
232659398,0
232431863,0
35722364,0
230336526,0
230530256,0
231754427,0
232458515,2
230526943,2
232465858,0
232439984,2
231179622,2
2713996,0
232034942,2
230464762,0
230459333,0
230459339,0
59397801,2
232644374,0
232922779,0
86228549,0
230458652,0
232019755,0
3880576,2
230576810,0
230641055,0
3421848,2
3407031,2
230455587,0
3907680,0
230326431,2
232347748,2
232071091,0
232472551,2
230814630,2
232431892,0
232431896,0
232940307,2
230548602,0
230548606,0
7402053,2
8427177,0
7529721,2
230520418,2
54734928,2
195281158,0
226905247,0
230339481,2
230531648,2
32879801,2
232409485,0
232010792,0
230650187,0
230965604,0
37234030,0
230468707,2
231994292,0
231994298,0
10748536,0
230526482,0
232073369,0
31648608,0
230526123,0
102054111,0
230595080,0
14199065,0
230470037,2
230412047,0
232423713,0
205393465,0
230411271,0
230411268,0
230450893,0
87890684,0
230463874,0
232453418,2
231836233,2
230402450,0
232403825,0
54900163,0
230546608,0
230546611,0
230439297,2
232392089,2
232468004,2
232440111,2
232444502,2
230541867,0
230541863,0
2225506,0
31181479,0
230455597,0
230455594,0
57399959,0
76866425,0
232959352,2
92491280,2
99506349,0
14648097,0
230472385,0
230472386,0
230459905,0
230571469,0
96876090,0
20583965,0
230459261,0
232430450,0
230624668,0
230518025,0
230473474,0
232655296,0
3236253,0
232015639,0
67623171,0
14307861,2
232344763,0
45973020,0
230543262,0
230653308,0
230636180,0
3276131,2
231995676,2
230473477,2
232429046,0
232349145,0
232039877,0
232346498,0
3091279,0
635415,0
231442513,0
231994656,0
232042969,2
13150790,0
31434609,0
230444452,2
230433276,2
232047924,2
232897712,0
232949043,0
232893904,0
28260618,0
230326754,2
230569377,2
230468696,0
232409500,0
230437617,0
230437615,0
230457908,0
232430495,0
230522180,0
230522178,2
230455942,0
76864763,0
3403094,2
230935082,0
232958835,0
4988274,0
232346080,0
28172257,0
204257865,2
232007290,0
232035283,2
231993125,2
230400084,0
2834866,0
232420747,0
230816223,0
75604624,0
76865977,0
230424188,0
230424193,0
232644856,2
232007332,0
230440340,0
230518409,0
228711624,2
230402893,0
230389794,2
230389787,2
230901075,2
230531156,0
233599190,0
234012376,0
232009901,0
230665248,2
232366284,0
230557024,2
144657595,0
145388391,0
231994093,0
232631652,0
19128841,2
230406766,2
232039878,2
21694323,0
230417077,0
230417075,0
232895771,0
53204033,0
230330123,0
230331370,2
54309399,0
232010764,0
230530821,0
230714895,0
230531168,2
232386556,2
107227716,0
232818761,0
135322039,0
232470465,0
230526901,0
230526896,0
123661757,0
230405042,0
72705513,0
230414073,0
232060233,0
232660461,0
232009330,0
75598445,0
232429018,0
231754442,0
230336058,0
230438493,0
230344662,0
232011845,0
232900450,0
230599592,2
43067540,0
230552326,2
3402672,2
3768400,0
231034733,2
231177403,2
230405597,2
230530232,0
75604024,0
13778597,0
62278114,0
230456618,2
230531645,2
32120805,2
232649477,0
9225546,0
230523204,2
232013868,0
230438474,2
232444501,2
3904474,2
3317903,0
195221360,0
205336059,0
57134043,0
232431860,0
3381877,0
230596311,0
232689970,0
232432872,0
67741979,0
232956023,0
234442934,0
230445138,0
232919592,0
231994133,0
10816484,0
230437634,2
230331217,2
232339043,2
230470035,0
36419682,2
230529042,2
89557894,0
233101915,0
234455847,0
230518022,2
230518019,0
51489086,0
230575900,0
232673590,0
232673595,0
232350958,2
232351007,2
230570637,0
34984461,2
230650426,0
232003681,0
231995698,0
234075333,2
230537123,0
230537139,2
230539713,2
230401724,0
230401728,0
230516449,2
230406809,0
232899514,0
232470495,0
232903496,0
232431845,2
230969943,2
231180580,2
231028913,2
232050303,0
230465357,2
230531183,0
2880928,0
230334388,0
230427487,0
5215501,0
230458099,0
232456339,2
93852556,0
230540206,2
75604967,0
75604031,0
9907558,0
232013872,0
28095167,0
230651381,0
230437645,0
230437642,0
230651383,0
230651387,0
230399800,0
232945014,0
80045938,0
80044770,0
232009157,0
84673906,2
230539715,0
232023175,0
232910749,0
232431894,0
232007253,0
232010781,0
29922517,2
92571083,2
232895633,0
232404256,0
2819834,0
230468734,2
232925740,0
230415749,0
230469212,2
230456342,0
218540897,0
218544682,0
230468732,2
212388567,0
9627458,0
2567175,0
231994064,0
232456367,2
